date, pm25, pm10, no2, so2, co
2022/10/29, , 9, 10, 1, 
2022/10/30, , 9, 13, 2, 
2022/10/31, , 17, 14, 2, 
2022/11/1, , 18, 21, 2, 
2022/11/2, , 20, 22, 2, 
2022/11/3, , 16, 21, 2, 
2022/11/4, , 18, 12, 1, 
2022/11/5, , 4, 10, 1, 
2022/11/6, , 7, 21, 2, 
2022/11/7, , 18, 20, 2, 
2022/11/8, , 23, 22, 2, 
2022/11/9, , 22, 17, 2, 
2022/11/10, , 12, 17, 2, 
2022/11/11, , 22, 15, 2, 
2022/11/12, , 20, 13, 2, 
2022/11/13, , 16, 17, 2, 
2022/11/14, , 23, 15, 2, 
2022/11/15, , 20, 17, 2, 
2022/11/16, , 18, 13, 2, 
2022/11/17, , 10, 16, 2, 
2022/11/18, , 9, 10, 2, 
2022/11/19, , 7, 14, 2, 
2022/11/20, , 8, 12, 2, 
2022/11/21, , 6, 11, 2, 
2022/11/22, , 7, 16, 2, 
2022/11/23, , 8, 19, 2, 
2022/11/24, , 18, 24, 3, 
2022/11/25, , 30, 20, 2, 
2022/11/26, , 25, 19, 2, 
2022/11/27, , 20, 17, 2, 
2022/11/28, , 19, 12, 3, 
2022/11/29, , 17, 12, 2, 
2022/11/30, , 7, 13, 2, 
2022/12/1, , 10, 15, 2, 
2022/12/2, , 13, 12, 5, 
2022/12/3, , 17, 11, 3, 
2022/12/4, , 15, 12, 2, 
2022/12/5, , 17, 15, 2, 
2022/12/6, , 17, 19, 2, 
2022/12/7, , 17, 12, 2, 
2022/12/8, , 13, 16, 2, 
2022/12/9, , 14, 15, 2, 
2022/12/10, , 11, 12, 2, 
2022/12/11, , 7, 15, 2, 
2022/12/12, , 4, 26, 2, 
2022/12/13, , 4, 17, 4, 
2022/12/14, , 4, 18, 3, 
2022/7/1, , 12, 8, 1, 
2022/7/2, , 5, 10, 1, 
2022/7/3, , 9, 16, 1, 
2022/7/4, , 18, 12, 1, 
2022/7/5, , 7, 13, 1, 
2022/7/6, , 7, 15, 1, 
2022/7/7, , 9, 10, 1, 
2022/7/8, , 5, 8, 1, 
2022/7/9, , 9, 8, 1, 
2022/7/10, , 6, 9, 1, 
2022/7/11, , 5, 14, 1, 
2022/7/12, , 11, 11, 1, 
2022/7/13, , 7, 16, 1, 
2022/7/14, , 9, 14, 1, 
2022/7/15, , 11, 9, 1, 
2022/7/16, , 11, 6, 1, 
2022/7/17, , 6, 17, 1, 
2022/7/18, , 11, 18, 1, 
2022/7/19, , 12, 21, 1, 
2022/7/20, , 10, 20, 3, 
2022/7/21, , 20, 20, 1, 
2022/7/22, , 15, 16, 1, 
2022/7/23, , 21, 8, 1, 
2022/7/24, , 13, 17, 1, 
2022/7/25, , 13, 16, 1, 
2022/7/26, , 12, 13, 1, 
2022/7/27, , 10, 14, 1, 
2022/7/28, , 10, 19, 1, 
2022/7/29, , 12, 11, 1, 
2022/7/30, , 8, 10, 1, 
2022/7/31, , 8, 13, 1, 
2022/8/1, , 10, 13, 1, 
2022/8/2, , 8, 16, 1, 
2022/8/3, , 8, 16, 1, 
2022/8/4, , 10, 12, 1, 
2022/8/5, , 9, 11, 1, 
2022/8/6, , 12, 5, 1, 
2022/8/7, , 7, 7, 1, 
2022/8/8, , 7, 11, 1, 
2022/8/9, , 8, 8, 1, 
2022/8/10, , 8, 15, 1, 
2022/8/11, , 9, 13, 1, 
2022/8/12, , 8, 7, 1, 
2022/8/13, , 5, 8, 1, 
2022/8/14, , 8, 8, 1, 
2022/8/15, , 8, 12, 1, 
2022/8/16, , 8, 11, 1, 
2022/8/17, , 10, 12, 1, 
2022/8/18, , 13, 16, 1, 
2022/8/19, , 14, 10, 1, 
2022/8/20, , 9, 8, 1, 
2022/8/21, , 5, 13, 1, 
2022/8/22, , 5, 12, 1, 
2022/8/23, , 4, 13, 1, 
2022/8/24, , 7, 16, 1, 
2022/8/25, , 11, 17, 1, 
2022/8/26, , 17, 14, 1, 
2022/8/27, , 18, 8, 1, 
2022/8/28, , 11, 12, 1, 
2022/8/29, , 6, 17, 1, 
2022/8/30, , 8, 20, 1, 
2022/8/31, , 11, 12, 1, 
2022/9/1, , 7, 17, 1, 
2022/9/2, , 9, 17, 1, 
2022/9/3, , 10, 14, 1, 
2022/9/4, , 11, 22, 1, 
2022/9/5, , 15, 21, 1, 
2022/9/6, , 15, 17, 1, 
2022/9/7, , 14, 20, 1, 
2022/9/8, , 11, 22, 1, 
2022/9/9, , 7, 11, 1, 
2022/9/10, , 5, 11, 1, 
2022/9/11, , 5, 19, 1, 
2022/9/12, , 6, 19, 1, 
2022/9/13, , 9, 8, 1, 
2022/9/14, , 8, 18, 1, 
2022/9/15, , 8, 17, 1, 
2022/9/16, , 4, 12, 1, 
2022/9/17, , 3, 11, 1, 
2022/9/18, , 4, 17, 1, 
2022/9/19, , 6, 17, 1, 
2022/9/20, , 6, 17, 1, 
2022/9/21, , 5, 18, 1, 
2022/9/22, , 7, 18, 1, 
2022/9/23, , 9, 14, 1, 
2022/9/24, , 9, 15, 1, 
2022/9/25, , 7, 20, 1, 
2022/9/26, , 8, 17, 1, 
2022/9/27, , 7, 16, 1, 
2022/9/28, , 6, 20, 1, 
2022/9/29, , 6, 18, 1, 
2022/9/30, , 6, 11, 1, 
2022/4/1, , 7, 6, 6, 
2022/4/2, , 7, 6, 7, 
2022/4/3, , 9, 8, 7, 
2022/4/4, , 11, 8, 7, 
2022/4/5, , 11, 11, 6, 
2022/4/6, , 11, 7, 6, 
2022/4/7, , 8, 6, 5, 
2022/4/8, , 8, 7, 5, 
2022/4/9, , 7, 6, 7, 
2022/4/10, , 6, 13, 7, 
2022/4/11, , 9, 14, 7, 
2022/4/12, , 11, 20, 8, 
2022/4/13, , 17, 20, 7, 
2022/4/14, , 16, 20, 6, 
2022/4/15, , 18, 4, 6, 
2022/4/16, , 5, 1, 6, 
2022/4/17, , 9, 3, 8, 
2022/4/18, , 8, 10, 7, 
2022/4/19, , 7, 10, 6, 
2022/4/20, , 8, 17, 7, 
2022/4/21, , 16, 17, 4, 
2022/4/22, , 11, 10, 5, 
2022/4/23, , 10, 7, 5, 
2022/4/24, , 8, 7, 5, 
2022/4/25, , 8, 16, 5, 
2022/4/26, , 9, 7, 4, 
2022/4/27, , 6, 1, 5, 
2022/4/28, , 11, 2, 6, 
2022/4/29, , 11, 1, 5, 
2022/4/30, , 12, , 5, 
2022/5/1, , 9, 2, 4, 
2022/5/2, , 10, 2, 4, 
2022/5/3, , 13, , 4, 
2022/5/4, , 13, , 4, 
2022/5/5, , 13, , 3, 
2022/5/6, , 12, , 3, 
2022/5/7, , 13, , 4, 
2022/5/8, , 12, 20, 4, 
2022/5/9, , 12, 17, 5, 
2022/5/10, , 15, 16, 5, 
2022/5/11, , 15, 16, 4, 
2022/5/12, , 15, 13, 2, 
2022/5/13, , 14, 13, 1, 
2022/5/14, , 10, 14, 1, 
2022/5/15, , 11, 17, 1, 
2022/5/16, , 14, 14, 1, 
2022/5/17, , 8, 12, 1, 
2022/5/18, , 9, 18, , 
2022/5/19, , 10, 18, 1, 
2022/5/20, , 15, 12, 1, 
2022/5/21, , 13, 7, 1, 
2022/5/22, , 6, 14, 1, 
2022/5/23, , 11, 14, 1, 
2022/5/24, , 15, 11, 1, 
2022/5/25, , 15, 13, , 
2022/5/26, , 6, 17, 1, 
2022/5/27, , 11, 11, 1, 
2022/5/28, , 5, 7, , 
2022/5/29, , 4, 8, 1, 
2022/5/30, , 4, 10, 1, 
2022/5/31, , 6, 14, 1, 
2022/6/1, , 10, 15, , 
2022/6/2, , 10, 13, 1, 
2022/6/3, , 10, , , 
2022/6/5, , 11, 13, , 
2022/6/6, , 6, 15, 1, 
2022/6/7, , 11, 12, 1, 
2022/6/8, , 6, 9, 1, 
2022/6/9, , 6, 5, 1, 
2022/6/10, , 6, 9, 1, 
2022/6/11, , 9, 9, 1, 
2022/6/12, , 10, 13, 1, 
2022/6/13, , 11, 11, 1, 
2022/6/14, , 7, 17, 1, 
2022/6/15, , 11, 10, 1, 
2022/6/16, , 13, 12, 1, 
2022/6/17, , 33, 12, 1, 
2022/6/18, , 40, 11, 1, 
2022/6/19, , 31, 6, 1, 
2022/6/20, , 22, 14, 1, 
2022/6/21, , 11, 8, 1, 
2022/6/22, , 11, 12, 1, 
2022/6/23, , 8, 9, 1, 
2022/6/24, , 16, 9, 1, 
2022/6/25, , 14, 8, 1, 
2022/6/26, , 13, 15, 1, 
2022/6/27, , 15, 17, 5, 
2022/6/28, , 24, 14, 2, 
2022/6/29, , 19, 8, 1, 
2022/6/30, , 15, 10, 1, 
2022/1/3, , 15, 8, 5, 
2022/1/4, , 8, 7, 4, 
2022/1/5, , 5, 5, 6, 
2022/1/6, , 9, 13, 7, 
2022/1/7, , 11, 10, 7, 
2022/1/8, , 22, 9, 7, 
2022/1/9, , 30, 10, 7, 
2022/1/10, , 25, 6, 6, 
2022/1/11, , 13, 10, 7, 
2022/1/12, , 15, 10, 7, 
2022/1/13, , 24, 18, 8, 
2022/1/14, , 31, 15, 8, 
2022/1/15, , 31, 17, 8, 
2022/1/16, , 45, 17, 8, 
2022/1/17, , 38, 14, 7, 
2022/1/18, , 17, 19, 8, 
2022/1/19, , 26, 18, 6, 
2022/1/20, , 21, 14, 7, 
2022/1/21, , 12, 9, 6, 
2022/1/22, , 11, 9, 6, 
2022/1/23, , 8, 15, 7, 
2022/1/24, , 16, 17, 7, 
2022/1/25, , 28, 21, 8, 
2022/1/26, , 42, 19, 7, 
2022/1/27, , 39, 18, 7, 
2022/1/28, , 27, 10, 6, 
2022/1/29, , 13, 14, 7, 
2022/1/30, , 15, 20, 7, 
2022/1/31, , 23, 14, 7, 
2022/2/1, , 22, 11, 6, 
2022/2/2, , 12, 20, 7, 
2022/2/3, , 20, 14, 6, 
2022/2/4, , 20, 16, 7, 
2022/2/5, , 15, 11, 7, 
2022/2/6, , 20, 7, 6, 
2022/2/7, , 4, 11, 7, 
2022/2/8, , 11, 20, 8, 
2022/2/9, , 23, 19, 7, 
2022/2/10, , 26, 14, 6, 
2022/2/11, , 13, 14, 7, 
2022/2/12, , 10, 15, 8, 
2022/2/13, , 22, 20, 7, 
2022/2/14, , 32, 23, 6, 
2022/2/15, , 15, 16, 6, 
2022/2/16, , 15, 9, 6, 
2022/2/17, , 8, 16, 7, 
2022/2/18, , 14, 13, 6, 
2022/2/19, , 7, 6, 6, 
2022/2/20, , 4, 11, 6, 
2022/2/21, , 8, 12, 7, 
2022/2/22, , 8, 17, 8, 
2022/2/23, , 15, 18, 8, 
2022/2/24, , 25, 15, 7, 
2022/2/25, , 14, 5, 6, 
2022/2/26, , 7, 2, 6, 
2022/2/27, , 7, 4, 7, 
2022/2/28, , 9, 9, 7, 
2022/3/1, , 12, 20, 9, 
2022/3/2, , 23, 19, 8, 
2022/3/3, , 23, 12, 8, 
2022/3/4, , 17, 6, 8, 
2022/3/5, , 13, 3, 7, 
2022/3/6, , 9, 8, 8, 
2022/3/7, , 15, 10, 8, 
2022/3/8, , 11, 16, 8, 
2022/3/9, , 15, 14, 8, 
2022/3/10, , 16, 13, 8, 
2022/3/11, , 13, 16, 9, 
2022/3/12, , 19, 17, 8, 
2022/3/13, , 31, 21, 8, 
2022/3/14, , 28, 15, 7, 
2022/3/15, , 19, 10, 7, 
2022/3/16, , 15, 17, 8, 
2022/3/17, , 23, 12, 9, 
2022/3/18, , 18, 16, 9, 
2022/3/19, , 23, 8, 8, 
2022/3/20, , 15, 16, 9, 
2022/3/21, , 15, 24, 9, 
2022/3/22, , 24, 26, 8, 
2022/3/23, , 27, 26, 8, 
2022/3/24, , 29, 31, 8, 
2022/3/25, , 31, 24, 7, 
2022/3/26, , 29, 20, 8, 
2022/3/27, , 26, 17, 7, 
2022/3/28, , 25, 5, 6, 
2022/3/29, , 19, 11, 6, 
2022/3/30, , 19, 23, 4, 
2022/3/31, , 11, 19, 5, 
2021/10/1, , 15, 22, 4, 
2021/10/2, , 21, 16, 4, 
2021/10/3, , 15, 28, 3, 
2021/10/4, , 15, 28, 3, 
2021/10/5, , 14, 23, 3, 
2021/10/6, , 7, 11, 2, 
2021/10/7, , 6, 15, 3, 
2021/10/8, , 11, 12, 5, 
2021/10/9, , 14, 5, 4, 
2021/10/10, , 7, 16, 4, 
2021/10/11, , 18, 21, 5, 
2021/10/12, , 17, 17, 5, 
2021/10/13, , 12, 16, 6, 
2021/10/14, , 10, 20, 6, 
2021/10/15, , 15, 19, 6, 
2021/10/16, , 16, 17, 5, 
2021/10/17, , 13, 26, 6, 
2021/10/18, , 23, 27, 5, 
2021/10/19, , 22, 18, 4, 
2021/10/20, , 23, 8, 3, 
2021/10/21, , 8, 30, 2, 
2021/10/22, , 10, 16, 4, 
2021/10/23, , 9, 13, 6, 
2021/10/24, , 12, 19, 7, 
2021/10/25, , 18, 18, 7, 
2021/10/26, , 28, 23, 7, 
2021/10/27, , 30, 20, 7, 
2021/10/28, , 43, 19, 7, 
2021/10/29, , 45, 14, 6, 
2021/10/30, , 45, 15, 6, 
2021/10/31, , 38, 21, 6, 
2021/11/1, , 45, 23, 4, 
2021/11/2, , 14, 28, 4, 
2021/11/3, , 16, 19, 3, 
2021/11/4, , 11, 23, 5, 
2021/11/5, , 14, 16, 6, 
2021/11/6, , 12, 12, 5, 
2021/11/7, , 13, 23, 4, 
2021/11/8, , 12, 20, 6, 
2021/11/9, , 16, 18, 6, 
2021/11/10, , 25, 16, 6, 
2021/11/11, , 26, 6, 5, 
2021/11/12, , 19, , , 
2021/11/13, , 19, , , 
2021/11/14, , 17, 24, 7, 
2021/11/15, , 23, 13, 7, 
2021/11/16, , 24, 18, 6, 
2021/11/17, , 31, 10, 6, 
2021/11/18, , 17, 14, 6, 
2021/11/19, , 25, 20, 6, 
2021/11/20, , 30, 13, 7, 
2021/11/21, , 31, 13, 6, 
2021/11/22, , 21, 12, 7, 
2021/11/23, , 9, 18, 7, 
2021/11/24, , 22, 16, 7, 
2021/11/25, , 28, 15, 6, 
2021/11/26, , 26, 11, 6, 
2021/11/27, , 8, 12, 5, 
2021/11/28, , 10, 12, 6, 
2021/11/29, , 9, 11, 6, 
2021/11/30, , 10, 11, 5, 
2021/12/1, , 8, 28, 5, 
2021/12/2, , 9, 15, 6, 
2021/12/3, , 8, 14, 7, 
2021/12/4, , 23, 12, 6, 
2021/12/5, , 14, 16, 7, 
2021/12/6, , 10, 16, 7, 
2021/12/7, , 22, 16, 7, 
2021/12/8, , 20, 12, 7, 
2021/12/9, , 17, 13, 7, 
2021/12/10, , 28, 8, 6, 
2021/12/11, , 11, 9, 6, 
2021/12/12, , 12, 16, 7, 
2021/12/13, , 23, 18, 7, 
2021/12/14, , 21, 23, 7, 
2021/12/15, , 24, 17, 7, 
2021/12/16, , 18, 17, 7, 
2021/12/17, , 23, 14, 7, 
2021/12/18, , 23, 13, 7, 
2021/12/19, , 22, 17, 7, 
2021/12/20, , 19, 19, 8, 
2021/12/21, , 23, 17, 8, 
2021/12/22, , 19, 18, 7, 
2021/12/23, , 34, 14, 6, 
2021/12/24, , 8, 23, 5, 
2021/12/25, , 12, 7, 6, 
2021/12/26, , 10, 9, 6, 
2021/12/27, , 13, 10, 7, 
2021/12/28, , 15, 17, 6, 
2021/12/29, , 20, 20, 6, 
2021/12/30, , 14, 26, 8, 
2021/12/31, , 44, 29, 8, 
2022/1/1, , 79, 18, 7, 
2022/1/2, , 36, 16, 6, 
2021/7/2, , 3, 9, , 
2021/7/3, , 9, 5, , 
2021/7/4, , 10, 9, , 
2021/7/5, , 9, 11, , 
2021/7/6, , 13, 16, , 
2021/7/7, , 13, 19, , 
2021/7/8, , 19, 8, , 
2021/7/9, , 15, 4, , 
2021/7/10, , 6, 6, , 
2021/7/11, , 12, 8, , 
2021/7/12, , 12, 14, , 
2021/7/13, , 16, 8, , 
2021/7/14, , 12, 8, , 
2021/7/15, , 20, 17, , 
2021/7/16, , 8, 12, , 
2021/7/17, , 7, 12, , 
2021/7/18, , 14, 13, , 
2021/7/19, , 11, 16, 1, 
2021/7/20, , 13, 13, 3, 
2021/7/21, , 11, 19, 2, 
2021/7/22, , 14, 16, 3, 
2021/7/23, , 14, 11, 3, 
2021/7/24, , 19, 9, 3, 
2021/7/25, , 17, 14, 3, 
2021/7/26, , 22, 12, 2, 
2021/7/27, , 20, 16, 3, 
2021/7/28, , 17, 20, 2, 
2021/7/29, , 11, 22, 1, 
2021/7/30, , 17, 15, , 
2021/7/31, , 16, 12, , 
2021/8/1, , 11, 14, 1, 
2021/8/2, , 5, 14, 2, 
2021/8/3, , 7, 12, 4, 
2021/8/4, , 9, 5, 3, 
2021/8/5, , 6, 9, 4, 
2021/8/6, , 6, 7, 4, 
2021/8/7, , 8, 9, 4, 
2021/8/8, , 10, 9, 5, 
2021/8/9, , 7, 12, 4, 
2021/8/10, , 11, 13, 5, 
2021/8/11, , 10, 13, 5, 
2021/8/12, , 11, 16, 5, 
2021/8/13, , 12, 14, 4, 
2021/8/14, , 17, 12, 4, 
2021/8/15, , 17, 13, 4, 
2021/8/16, , 19, 9, 3, 
2021/8/17, , 7, , , 
2021/8/18, , 7, 14, 6, 
2021/8/19, , 11, 22, 5, 
2021/8/20, , 9, 18, 4, 
2021/8/21, , 10, 16, 4, 
2021/8/22, , 10, 16, 3, 
2021/8/23, , 5, 17, 3, 
2021/8/24, , 7, 15, 4, 
2021/8/25, , 8, 18, 4, 
2021/8/26, , 13, 15, 3, 
2021/8/27, , 4, 15, 3, 
2021/8/28, , 6, 9, 3, 
2021/8/29, , 4, 14, 3, 
2021/8/30, , 11, 11, 3, 
2021/8/31, , 7, 17, 3, 
2021/9/1, , 12, 19, 4, 
2021/9/2, , 10, 23, 4, 
2021/9/3, , 10, 21, 4, 
2021/9/4, , 12, 16, 4, 
2021/9/5, , 12, 22, 4, 
2021/9/6, , 12, 28, 4, 
2021/9/7, , 16, 26, 5, 
2021/9/8, , 16, 29, 5, 
2021/9/9, , 20, 30, 5, 
2021/9/10, , 20, 24, 5, 
2021/9/11, , 22, 18, 4, 
2021/9/12, , 17, 29, 4, 
2021/9/13, , 18, 32, 4, 
2021/9/14, , 21, 21, 4, 
2021/9/15, , 17, 9, 4, 
2021/9/16, , 16, 25, 2, 
2021/9/17, , 10, 18, 2, 
2021/9/18, , 8, 17, 3, 
2021/9/19, , 7, 16, 2, 
2021/9/20, , 6, 26, 4, 
2021/9/21, , 9, 19, 5, 
2021/9/22, , 10, 17, 4, 
2021/9/23, , 10, 12, 4, 
2021/9/24, , 9, 18, 3, 
2021/9/25, , 13, 9, 3, 
2021/9/26, , 14, 18, 3, 
2021/9/27, , 12, 26, 4, 
2021/9/28, , 13, 31, 4, 
2021/9/29, , 18, 22, 4, 
2021/9/30, , 6, 30, 4, 
2021/4/1, , 25, 18, 3, 
2021/4/2, , 18, 5, 3, 
2021/4/3, , 6, 3, 2, 
2021/4/4, , 5, 3, 3, 
2021/4/5, , 7, 9, 3, 
2021/4/6, , 7, 11, 3, 
2021/4/7, , 8, 12, 3, 
2021/4/8, , 10, 8, 3, 
2021/4/9, , 10, 3, 2, 
2021/4/10, , 7, 7, 3, 
2021/4/11, , 9, 17, 3, 
2021/4/12, , 13, 11, 2, 
2021/4/13, , 3, 12, 3, 
2021/4/14, , 6, 14, 3, 
2021/4/15, , 10, 16, 3, 
2021/4/16, , 10, 7, 3, 
2021/4/17, , 8, 6, 3, 
2021/4/18, , 9, 11, 3, 
2021/4/19, , 9, 14, 3, 
2021/4/20, , 8, 10, 3, 
2021/4/21, , 9, 8, 3, 
2021/4/22, , 7, 13, 3, 
2021/4/23, , 12, 13, 3, 
2021/4/24, , 14, 10, 3, 
2021/4/25, , 13, 13, 3, 
2021/4/26, , 11, 13, 3, 
2021/4/27, , 11, 14, 3, 
2021/4/28, , 13, 5, 3, 
2021/4/29, , 8, 7, 3, 
2021/4/30, , 7, 12, 3, 
2021/5/1, , 13, , , 
2021/5/3, , 11, 6, 3, 
2021/5/4, , 7, 3, 3, 
2021/5/5, , 8, 13, 3, 
2021/5/6, , 7, 16, 3, 
2021/5/7, , 9, 12, 3, 
2021/5/8, , 5, 11, 3, 
2021/5/9, , 9, 10, 3, 
2021/5/10, , 10, 16, 3, 
2021/5/11, , 12, 9, 3, 
2021/5/12, , 6, 7, 3, 
2021/5/13, , 5, 7, 3, 
2021/5/14, , 7, , , 
2021/5/16, , 5, 11, 3, 
2021/5/17, , 5, 8, 3, 
2021/5/18, , 6, 11, 3, 
2021/5/19, , 3, 11, 3, 
2021/5/20, , 6, 7, 3, 
2021/5/21, , 6, 3, 3, 
2021/5/22, , 5, 9, 3, 
2021/5/23, , 10, 12, 3, 
2021/5/24, , 8, 7, 3, 
2021/5/25, , 8, 12, 3, 
2021/5/26, , 6, 14, 3, 
2021/5/27, , 12, 12, 3, 
2021/5/28, , 6, 9, 3, 
2021/5/29, , 7, 4, 3, 
2021/5/30, , 7, 9, 3, 
2021/5/31, , 7, 12, 3, 
2021/6/1, , 11, 16, 3, 
2021/6/2, , 13, 9, 3, 
2021/6/3, , 11, 14, 3, 
2021/6/4, , 17, 6, 3, 
2021/6/5, , 16, 5, 3, 
2021/6/6, , 10, 14, 3, 
2021/6/7, , 12, 15, 3, 
2021/6/8, , 17, 17, 3, 
2021/6/9, , 17, 13, 3, 
2021/6/10, , 11, 15, , 
2021/6/11, , 10, 7, , 
2021/6/12, , 10, 3, , 
2021/6/13, , 9, 8, , 
2021/6/14, , 8, 12, , 
2021/6/15, , 13, 17, , 
2021/6/16, , 15, 17, , 
2021/6/17, , 17, 18, , 
2021/6/18, , 17, 11, , 
2021/6/19, , 17, 8, , 
2021/6/20, , 17, 5, , 
2021/6/21, , 32, 2, , 
2021/6/22, , 35, 13, , 
2021/6/23, , 32, 9, , 
2021/6/24, , 44, 6, , 
2021/6/25, , 23, 7, , 
2021/6/26, , 8, 7, , 
2021/6/27, , 9, 17, , 
2021/6/28, , 14, 10, , 
2021/6/29, , 20, 9, , 
2021/6/30, , 24, , , 
2021/1/4, , 20, 10, 2, 
2021/1/5, , 16, 7, 2, 
2021/1/6, , 11, 16, 2, 
2021/1/7, , 13, 13, 2, 
2021/1/8, , 14, 11, 2, 
2021/1/9, , 9, 9, 2, 
2021/1/10, , 9, 14, 2, 
2021/1/11, , 14, 14, 2, 
2021/1/12, , 21, 21, 2, 
2021/1/13, , 29, 22, 3, 
2021/1/14, , 25, 27, 3, 
2021/1/15, , 31, 16, 3, 
2021/1/16, , 17, 13, 2, 
2021/1/17, , 21, 16, 2, 
2021/1/18, , 18, 23, 3, 
2021/1/19, , 33, 11, 2, 
2021/1/20, , 9, 16, 2, 
2021/1/21, , 9, 21, 2, 
2021/1/22, , 16, 21, 2, 
2021/1/23, , 13, 8, 2, 
2021/1/24, , 5, 21, 2, 
2021/1/25, , 11, 20, 3, 
2021/1/26, , 19, 21, 2, 
2021/1/27, , 19, 18, 2, 
2021/1/28, , 26, 24, 3, 
2021/1/29, , 16, 17, 3, 
2021/1/30, , 20, 9, 2, 
2021/1/31, , 9, 14, 2, 
2021/2/1, , 17, 19, 2, 
2021/2/2, , 25, 16, 2, 
2021/2/3, , 15, 15, 2, 
2021/2/4, , 9, 16, 2, 
2021/2/5, , 15, 7, 2, 
2021/2/6, , 16, 17, 2, 
2021/2/7, , 35, 18, 2, 
2021/2/8, , 12, 14, 2, 
2021/2/9, , 10, 13, 2, 
2021/2/10, , 14, 15, 2, 
2021/2/11, , 22, 17, 2, 
2021/2/12, , 13, 8, 2, 
2021/2/13, , 10, 7, 2, 
2021/2/14, , 7, 25, 3, 
2021/2/15, , 16, 27, 3, 
2021/2/18, , 44, 24, 3, 
2021/2/19, , 28, 12, 2, 
2021/2/20, , 14, 7, 2, 
2021/2/21, , 18, 8, 2, 
2021/2/22, , 11, 26, 3, 
2021/2/23, , 24, 31, 3, 
2021/2/24, , 42, 37, 4, 
2021/2/25, , 49, 37, 3, 
2021/2/26, , 59, 13, 2, 
2021/2/27, , 20, 12, 2, 
2021/2/28, , 10, 27, 3, 
2021/3/1, , 24, 28, 3, 
2021/3/2, , 27, 31, 3, 
2021/3/3, , 34, 15, 3, 
2021/3/4, , 21, 11, 2, 
2021/3/5, , 13, 11, 2, 
2021/3/6, , 9, 18, 4, 
2021/3/7, , 24, 24, 3, 
2021/3/8, , 28, 12, 2, 
2021/3/9, , 9, 19, 3, 
2021/3/10, , 16, 16, 3, 
2021/3/11, , 20, 24, 3, 
2021/3/12, , 13, 5, 2, 
2021/3/13, , 7, 10, 2, 
2021/3/14, , 7, 14, 2, 
2021/3/15, , 6, 14, 2, 
2021/3/16, , 8, 13, 2, 
2021/3/17, , 8, 11, 2, 
2021/3/18, , 7, 19, 3, 
2021/3/19, , 10, 9, 2, 
2021/3/20, , 11, 4, 3, 
2021/3/21, , 7, 4, 2, 
2021/3/22, , 5, 8, 2, 
2021/3/23, , 8, 12, 2, 
2021/3/24, , 8, 21, 2, 
2021/3/25, , 17, 29, 3, 
2021/3/26, , 25, 4, 2, 
2021/3/27, , 10, 12, 2, 
2021/3/28, , 8, 25, 3, 
2021/3/29, , 22, 29, 3, 
2021/3/30, , 22, 28, 3, 
2021/3/31, , 22, 23, 3, 
2020/10/1, , 10, 15, 2, 
2020/10/2, , 10, 16, 2, 
2020/10/3, , 16, 11, 2, 
2020/10/4, , 5, 13, 2, 
2020/10/5, , 8, 7, 2, 
2020/10/6, , 6, 15, 2, 
2020/10/7, , 6, 14, 2, 
2020/10/8, , 8, 17, 2, 
2020/10/9, , 14, 16, 2, 
2020/10/10, , 15, 4, 2, 
2020/10/11, , 4, 12, 2, 
2020/10/12, , 6, 9, 2, 
2020/10/13, , 7, 11, 2, 
2020/10/14, , 7, 14, 2, 
2020/10/15, , 6, 12, 2, 
2020/10/16, , 7, 9, 2, 
2020/10/17, , 7, 12, 2, 
2020/10/18, , 10, 18, 3, 
2020/10/19, , 19, 19, 2, 
2020/10/20, , 22, 6, 2, 
2020/10/21, , 10, 9, 2, 
2020/10/22, , 9, 8, 2, 
2020/10/23, , 11, , , 
2020/10/25, , 10, 16, 2, 
2020/10/26, , 11, 18, 2, 
2020/10/27, , 12, 12, 2, 
2020/10/28, , 13, 16, 2, 
2020/10/29, , 17, 12, 2, 
2020/10/30, , 21, 17, 2, 
2020/10/31, , 20, 10, 2, 
2020/11/1, , 17, 10, 2, 
2020/11/2, , 14, 18, 2, 
2020/11/3, , 18, 15, 2, 
2020/11/4, , 19, 12, 2, 
2020/11/5, , 8, 16, 2, 
2020/11/6, , 14, 19, 2, 
2020/11/7, , 26, 15, 2, 
2020/11/8, , 32, 13, 2, 
2020/11/9, , 21, , , 
2020/11/10, , 21, , , 
2020/11/11, , 18, 14, , 
2020/11/12, , 19, 7, , 
2020/11/13, , 15, 9, , 
2020/11/14, , 8, 6, , 
2020/11/15, , 13, 13, 2, 
2020/11/16, , 12, 16, 2, 
2020/11/17, , 11, 12, 2, 
2020/11/18, , 16, 15, 2, 
2020/11/19, , 10, 9, 2, 
2020/11/20, , 7, , , 
2020/11/21, , 11, , , 
2020/11/22, , 19, 33, 3, 
2020/11/23, , 39, 27, 3, 
2020/11/24, , 38, 10, 2, 
2020/11/25, , 21, 11, 2, 
2020/11/26, , 21, 12, 2, 
2020/11/27, , 11, , , 
2020/11/28, , 14, , , 
2020/11/29, , 12, 35, 4, 
2020/11/30, , 33, 20, 3, 
2020/12/1, , 48, 12, 4, 
2020/12/2, , 20, 14, 3, 
2020/12/3, , 18, 14, 3, 
2020/12/4, , 25, 18, 3, 
2020/12/5, , 35, 12, 3, 
2020/12/6, , 24, 19, 3, 
2020/12/7, , 17, 15, 3, 
2020/12/8, , 18, 8, 4, 
