date, pm25, pm10, o3, no2, so2, co
2015/2/2, , 15, 21, 13, 1, 
2015/2/3, , 43, 6, 20, 1, 
2015/2/4, , 30, 16, 13, 1, 
2015/2/5, , 17, 23, 5, 1, 
2015/2/6, , 13, 25, 6, 2, 
2015/2/7, , 31, 22, 13, 3, 
2015/2/8, , 42, 30, 14, 2, 
2015/2/9, , 13, 27, 12, 1, 
2015/2/10, , 23, 17, 19, 1, 
2015/2/11, , 40, 12, 22, 2, 
2015/2/12, , 30, 16, 20, 1, 
2015/2/13, , 55, 20, 29, 3, 
2015/2/14, , 62, 20, 24, 1, 
2015/2/15, , 56, 33, 18, 4, 
2015/2/16, , 47, 31, 17, 7, 
2015/2/17, , 25, 24, 8, 3, 
2015/2/18, , 29, 26, 17, 2, 
2015/2/19, , 45, 26, 21, 3, 
2015/2/20, , 56, 21, 27, 3, 
2015/2/21, , 36, 34, 19, 1, 
2015/2/22, , 36, 22, 15, 1, 
2015/2/23, , 16, 18, 11, 1, 
2015/2/24, , 19, 24, 10, 1, 
2015/2/25, , 8, 25, 9, 3, 
2015/2/26, , 16, 19, 12, 1, 
2015/2/27, , 33, , 16, , 
2015/2/28, , 29, , 14, , 
2015/3/1, , 23, , 6, , 
2015/3/2, , 9, , 6, , 
2015/3/3, , 17, , 16, 6, 
2015/3/4, , 30, , 16, 2, 
2015/3/5, , 7, , 3, 5, 
2015/3/6, , 7, , 3, 3, 
2015/3/7, , 18, , 10, 1, 
2015/3/8, , 24, , 10, 2, 
2015/3/9, , 24, 5, 16, 4, 
2015/3/10, , 43, 37, 23, 3, 
2015/3/11, , 36, 22, 19, 2, 
2015/3/12, , 11, 28, 6, 4, 
2015/3/13, , 38, 25, 8, 2, 
2015/3/14, , 29, 22, 10, 2, 
2015/3/15, , 34, 32, 8, 5, 
2015/3/16, , 34, 31, 9, 8, 
2015/3/17, , 45, 31, 8, 4, 
2015/3/18, , 41, 38, 16, 1, 
2015/3/19, , 38, 40, 17, 1, 
2015/3/20, , 52, 38, 23, 2, 
2015/3/21, , 40, 46, 16, 1, 
2015/3/22, , 27, 43, 4, 1, 
2015/3/23, , 32, 26, 17, 2, 
2015/3/24, , 42, 36, 16, 2, 
2015/3/25, , 36, 21, 14, 1, 
2015/3/26, , 27, 30, 12, 3, 
2015/3/27, , 23, 28, 14, 2, 
2015/3/28, , 9, 35, , 2, 
2015/3/29, , 17, 37, , 1, 
2015/3/30, , 19, 39, , 1, 
2015/3/31, , 12, 41, , 1, 
2014/10/1, , 19, 24, 8, 1, 
2014/10/2, , 15, 14, 10, 1, 
2014/10/3, , 20, 17, 4, 2, 
2014/10/4, , 24, 22, 5, 4, 
2014/10/5, , 30, 27, 12, 4, 
2014/10/6, , 33, 15, 12, 2, 
2014/10/7, , 37, 30, 7, , 
2014/10/8, , 14, 33, 9, , 
2014/10/9, , 14, 32, 13, , 
2014/10/10, , 15, 32, 9, , 
2014/10/11, , 19, 31, 10, , 
2014/10/12, , 22, 30, 13, , 
2014/10/13, , 25, 24, 12, , 
2014/10/14, , 17, 15, 12, , 
2014/10/15, , 12, 14, 9, , 
2014/10/16, , 17, 24, 9, , 
2014/10/17, , 12, 24, 9, , 
2014/10/18, , 10, 19, 10, , 
2014/10/19, , 12, 25, 10, , 
2014/10/20, , 14, 18, 13, , 
2014/10/21, , 24, 26, 8, , 
2014/10/22, , 11, 8, 9, , 
2014/10/23, , 7, 17, 6, , 
2014/10/24, , 9, 15, 4, , 
2014/10/25, , 13, 13, 6, , 
2014/10/26, , 20, 20, 9, 3, 
2014/10/27, , 24, 17, 13, 2, 
2014/10/28, , 28, 11, 18, 5, 
2014/10/29, , 41, 16, 20, 5, 
2014/10/30, , 52, 10, 19, 1, 
2014/10/31, , 46, 23, 12, , 
2014/11/1, , 27, 13, 14, , 
2014/11/2, , 32, 11, 15, , 
2014/11/3, , 35, 25, 19, 1, 
2014/11/4, , 23, 22, 16, 2, 
2014/11/5, , 24, 16, 13, 3, 
2014/11/6, , 19, 11, 13, 2, 
2014/11/7, , 38, 17, 8, , 
2014/11/8, , 14, 15, 5, , 
2014/11/9, , 14, 10, 10, 1, 
2014/11/10, , 27, 10, 13, , 
2014/11/11, , 45, 12, 11, 3, 
2014/11/12, , 41, 8, 10, 3, 
2014/11/13, , 26, 5, 11, 1, 
2014/11/14, , 38, 12, 8, , 
2014/11/15, , 35, 15, 11, , 
2014/11/16, , 30, 15, 12, , 
2014/11/17, , 13, 21, 9, , 
2014/11/18, , 9, 22, 15, 1, 
2014/11/19, , 17, 6, 11, , 
2014/11/20, , 23, 4, 15, 1, 
2014/11/21, , 17, 10, 8, 1, 
2014/7/1, , 7, 33, 11, , 
2014/7/2, , 10, 43, 7, , 
2014/7/3, , 6, 41, 12, , 
2014/7/4, , 16, 39, 9, 2, 
2014/7/5, , 20, 44, 7, , 
2014/7/6, , 12, 36, 10, , 
2014/7/7, , 27, 34, 6, , 
2014/7/8, , 13, 28, 6, , 
2014/7/9, , 10, 16, 8, , 
2014/7/10, , 5, 16, 7, , 
2014/7/11, , 6, 33, 6, , 
2014/7/12, , 7, 39, 6, , 
2014/7/13, , 7, 39, 7, , 
2014/7/14, , 8, 36, 10, , 
2014/7/15, , 12, 47, 8, , 
2014/7/16, , 13, 48, 8, , 
2014/7/17, , 15, 48, 12, , 
2014/7/18, , 15, 53, 10, , 
2014/7/19, , 22, 41, 8, , 
2014/7/20, , 20, 38, 6, , 
2014/7/21, , 14, 33, 8, , 
2014/7/22, , 10, 40, 6, , 
2014/7/23, , 12, 40, 8, , 
2014/7/24, , 12, 42, 9, , 
2014/7/25, , 16, 44, 8, 3, 
2014/7/26, , 19, 41, 3, , 
2014/7/27, , 11, 28, 8, , 
2014/7/28, , 10, 31, 7, , 
2014/7/29, , 9, 33, 7, 4, 
2014/7/30, , 13, 35, 7, 1, 
2014/7/31, , 11, 37, 5, , 
2014/8/1, , 9, 38, 9, 2, 
2014/8/2, , 18, 37, 7, 1, 
2014/8/3, , 15, 43, 5, , 
2014/8/4, , 13, 31, 4, , 
2014/8/5, , 11, 34, 5, , 
2014/8/6, , 8, 40, 9, , 
2014/8/7, , 13, 43, 11, , 
2014/8/8, , 15, 38, 10, , 
2014/8/9, , 15, 41, 6, , 
2014/8/10, , 12, 39, 6, , 
2014/8/11, , 14, 34, 4, , 
2014/8/12, , 12, 31, 5, , 
2014/8/13, , 13, 28, 3, , 
2014/8/14, , 7, 32, 4, , 
2014/8/15, , 6, 30, 5, , 
2014/8/16, , 6, 25, 11, , 
2014/8/17, , 12, 31, 9, , 
2014/8/18, , 8, 34, 4, , 
2014/8/19, , 7, 35, 7, , 
2014/8/20, , 13, 33, 3, , 
2014/8/21, , 6, , , , 
2014/8/27, , 7, 37, 9, , 
2014/8/28, , 8, 40, 10, 6, 
2014/8/29, , 15, 46, 9, 3, 
2014/8/30, , 21, 45, 11, 2, 
2014/8/31, , 25, 28, 3, 1, 
2014/9/1, , 9, 23, 8, , 
2014/9/2, , 4, 31, 5, , 
2014/9/3, , 11, 24, 4, , 
2014/9/4, , 21, 25, 11, , 
2014/9/5, , 21, 23, 5, 1, 
2014/9/6, , 16, 27, 7, , 
2014/9/7, , 19, 33, 12, 7, 
2014/9/8, , 26, 30, 10, 1, 
2014/9/9, , 31, 25, 6, , 
2014/9/10, , 13, 25, 8, , 
2014/9/11, , 10, 25, 6, , 
2014/9/12, , 6, 27, 6, , 
2014/9/13, , 13, 18, 8, , 
2014/9/14, , 8, 19, 12, , 
2014/9/15, , 10, 18, 11, , 
2014/9/16, , 11, 14, 8, , 
2014/9/17, , 16, 15, 11, 3, 
2014/9/18, , 26, 30, 9, 1, 
2014/9/19, , 17, 19, 9, , 
2014/9/20, , 15, 32, 6, , 
2014/9/21, , 12, 25, 9, 9, 
2014/9/22, , 6, 22, 9, 3, 
2014/9/23, , 11, 23, 9, , 
2014/9/24, , 12, 12, 14, , 
2014/9/25, , 13, 15, 10, , 
2014/9/26, , 12, 18, 8, , 
2014/9/27, , 25, 27, 9, , 
2014/9/28, , 16, 17, 11, , 
2014/9/29, , 18, 31, 11, , 
2014/9/30, , 18, 12, 11, , 
2014/6/7, , 16, 57, 10, , 
2014/6/8, , 18, 56, 15, , 
2014/6/9, , 24, 52, 13, , 
2014/6/10, , 24, 59, 18, , 
2014/6/11, , 31, 63, 14, , 
2014/6/12, , 30, 50, 10, , 
2014/6/13, , 16, 39, 5, , 
2014/6/14, , 19, 35, 4, , 
2014/6/15, , 10, 32, 7, , 
2014/6/16, , 12, 33, 8, , 
2014/6/17, , 10, 44, 11, , 
2014/6/18, , 17, 50, 8, , 
2014/6/19, , 17, 38, 5, , 
2014/6/20, , 11, 33, 6, , 
2014/6/21, , 6, 44, 6, , 
2014/6/22, , 11, 48, 7, , 
2014/6/23, , 16, 41, 5, , 
2014/6/24, , 10, 33, 5, , 
2014/6/25, , 7, 41, 6, , 
2014/6/26, , 6, 24, 7, , 
2014/6/27, , 9, , , , 
2014/6/30, , 4, 35, 6, , 
2024/9/4, , , 39, 12, , 
2024/9/5, , , 39, 10, , 
2024/9/6, , , 34, 12, , 
2020/10/24, , , 14, , , 
2020/10/27, , , 8, 21, , 
2020/10/28, , , 3, 39, 1, 
2020/10/29, , , 7, 29, 1, 
2020/10/30, , , 14, 13, 1, 
2020/10/31, , , 8, 9, 1, 
2020/11/1, , , 10, 13, 1, 
2020/11/2, , , 12, 23, 1, 
2020/12/29, , , 10, 18, 1, 
2020/9/26, , , 20, 7, , 
2020/4/1, , , 43, 3, , 
2020/4/2, , , 45, 11, 1, 
2020/4/3, , , 54, 11, 1, 
2020/4/4, , , 45, 2, , 
2020/4/5, , , 50, 2, , 
2020/4/6, , , 50, 4, 1, 
2020/4/7, , , 46, 5, 1, 
2020/4/8, , , 51, 9, 1, 
2020/4/9, , , 59, 15, 3, 
2020/4/10, , , 60, 11, 1, 
2020/4/11, , , 51, 4, , 
2020/4/12, , , 57, 1, , 
2020/4/13, , , 61, , , 
2020/4/14, , , 46, 4, , 
2020/4/15, , , 28, 7, , 
2019/12/31, , , 18, 15, 3, 
2020/1/4, , , 29, 6, 1, 
2020/1/21, , , 14, 19, 4, 
2019/10/6, , , 26, 4, , 
2019/10/13, , , 24, 17, , 
2019/10/26, , , 14, 16, 1, 
2019/11/1, , , 12, 7, , 
2019/11/2, , , 27, 7, , 
2019/11/3, , , 21, 13, , 
2019/11/4, , , 22, 15, , 
2019/11/5, , , 20, 9, , 
2019/11/6, , , 18, 11, , 
2019/11/7, , , 10, 10, , 
2019/11/8, , , 22, 8, , 
2019/11/9, , , 18, 7, , 
2019/11/10, , , 13, 7, , 
2019/11/11, , , 13, 6, , 
2019/11/12, , , 22, 10, , 
2019/11/13, , , 21, 9, , 
2019/11/14, , , 14, 8, 1, 
2019/11/15, , , 19, 8, , 
2019/11/16, , , 19, 6, , 
2019/11/17, , , 27, 12, , 
2019/11/18, , , 14, 16, 2, 
2019/11/19, , , 6, 13, 1, 
2019/11/20, , , 10, 9, 1, 
2019/11/21, , , 8, 12, 1, 
2019/11/22, , , 13, 5, 1, 
2019/11/23, , , 9, 8, 1, 
2019/11/24, , , 11, 6, 2, 
2019/11/25, , , 10, 8, 1, 
2019/11/26, , , 13, 2, , 
2019/11/27, , , 11, 17, 1, 
2019/11/28, , , 14, 16, 1, 
2019/11/29, , , 23, 15, 1, 
2019/11/30, , , 18, 14, 2, 
2019/12/1, , , 10, 12, 2, 
2019/12/2, , , 12, 9, 1, 
2019/12/3, , , 18, 8, , 
2019/12/4, , , 20, 5, 2, 
2019/12/5, , , 22, 8, , 
2019/8/5, , , 50, , , 
2019/4/22, , , 26, 7, 1, 
2019/1/9, , , 15, 9, 3, 
2019/1/13, , , 13, 25, 2, 
2018/10/23, , , 21, 9, 1, 
2018/10/24, , , 26, 14, 1, 
2018/10/25, , , 13, 15, 1, 
2018/10/29, , , 31, 6, , 
2018/10/30, , , 21, 21, 1, 
2018/7/29, , , 88, 11, , 
2018/8/19, , , 50, 16, 1, 
2018/8/26, , , 35, 10, , 
2018/9/9, , , 14, 15, 1, 
2018/9/16, , , 34, 15, 2, 
2017/12/31, , , 25, 6, , 
2017/10/1, , , 34, 16, 1, 
2017/10/2, , , 31, 20, 1, 
2017/10/3, , , 24, 17, , 
2017/10/4, , , 22, 16, , 
2017/10/5, , , 30, 9, , 
2017/10/6, , , 20, 11, , 
2017/10/7, , , 21, 11, , 
2017/10/8, , , 18, 12, , 
2017/10/9, , , 23, 10, , 
2017/10/10, , , 11, 14, , 
2017/10/14, , , 23, 14, , 
2017/10/15, , , 21, 15, , 
2017/9/10, , , 16, 15, , 
2017/9/12, , , 23, 9, , 
2017/9/23, , , 25, 9, , 
2017/9/24, , , 20, 8, , 
2017/9/25, , , 22, 11, , 
2017/9/26, , , 21, 11, , 
2017/9/27, , , 29, 14, 2, 
2017/9/28, , , 29, 14, 2, 
2017/9/29, , , 30, 13, 4, 
2017/9/30, , , 35, 16, 2, 
2017/5/7, , , 38, , , 
2017/5/14, , , 34, , , 
2017/6/20, , , 68, 16, , 
2017/1/8, , , 15, 14, , 
2017/1/15, , , 29, 4, , 
2017/2/5, , , 28, 7, 1, 
2016/10/24, , , 21, 14, , 
2016/10/25, , , 22, 9, 1, 
2016/12/26, , , 14, 28, 1, 
2016/4/4, , , 40, 8, , 
2016/4/13, , , 28, 7, , 
2016/1/3, , , 16, 8, 6, 
2015/10/1, , , 25, 11, 2, 
2015/10/2, , , 11, 11, 2, 
2015/10/3, , , 27, 7, , 
2015/10/4, , , 27, 7, , 
2015/10/5, , , 20, 15, , 
2015/10/6, , , 3, 9, , 
2015/10/9, , , 10, 10, , 
2015/10/10, , , 19, 3, 2, 
2015/10/11, , , 25, 3, , 
2015/12/25, , , 14, 12, , 
2015/12/26, , , 13, 16, , 
2015/7/12, , , 49, 6, , 
2015/9/26, , , 31, 4, 1, 
2015/9/27, , , 30, 8, , 
2015/9/28, , , 26, 6, 3, 
2015/9/29, , , 21, 6, 1, 
2015/9/30, , , 23, 8, , 
2015/4/14, , , 43, 11, 3, 
2015/6/18, , , 29, 14, , 
2015/6/19, , , 34, 5, , 
2015/6/20, , , 36, 5, , 
2015/6/21, , , 38, 8, , 
2015/6/22, , , 34, 6, , 
2015/6/23, , , 33, 10, , 
2015/6/24, , , 42, 8, , 
2015/6/25, , , 45, 11, 2, 
2015/1/2, , , 18, 34, 2, 
2015/1/3, , , 7, 33, 2, 
2015/1/4, , , 20, 20, 2, 
2015/1/5, , , 27, 16, 1, 
2015/1/6, , , 27, 12, 1, 
2015/1/7, , , 15, 19, 1, 
2015/1/8, , , 6, 23, 3, 
2015/1/9, , , 8, 20, 1, 
2015/1/10, , , 17, 9, , 
2015/1/11, , , 19, 11, , 
2015/1/12, , , 17, 13, , 
2015/1/13, , , 20, 13, 2, 
2015/1/14, , , 21, 12, , 
2015/1/15, , , 10, 19, 2, 
2014/11/22, , , 11, 11, 33, 
2014/11/23, , , 14, 10, 13, 
2014/11/24, , , 10, 11, 4, 
2014/11/25, , , 11, 8, 4, 
2014/11/26, , , 11, 8, 5, 
2014/11/27, , , 7, 10, 4, 
2014/11/28, , , 5, 6, 1, 
2014/11/29, , , 4, 5, , 
2014/11/30, , , 3, 6, , 
2014/12/1, , , 7, 5, , 
2014/12/2, , , 10, 8, 3, 
2014/12/3, , , 11, 8, 2, 
2014/12/4, , , 4, 12, 3, 
2014/12/5, , , 5, 7, 3, 
2014/12/6, , , 5, 9, 1, 
2014/12/7, , , 4, 10, , 
2014/12/8, , , 22, 4, 5, 
2014/12/9, , , 22, 16, 2, 
2014/12/10, , , 10, 18, 2, 
2014/12/11, , , 10, 18, 2, 
2014/12/12, , , 24, 13, 1, 
2014/12/13, , , 12, 23, 2, 
2014/12/14, , , 14, 27, 2, 
2014/12/15, , , 3, 24, 2, 
2014/12/16, , , 7, 20, 2, 
2014/12/17, , , 4, 16, 2, 
2014/12/18, , , 12, 19, 2, 
2014/12/19, , , 17, 18, 3, 
2014/12/20, , , 14, 19, 1, 
2014/12/21, , , 14, 15, , 
2014/12/22, , , 17, 13, , 
2014/12/23, , , 20, 11, , 
2014/12/24, , , 21, 10, , 
2014/12/25, , , 24, 10, 2, 
2014/12/27, , , 23, 2, 5, 
2014/8/26, , , 27, 4, , 
2014/6/6, , , 47, 10, 1, 
2014/6/29, , , 27, 6, , 
2017/9/9, , , , 6, , 
2016/8/15, , , , 10, 2, 
2016/8/31, , , , 17, , 
2016/9/1, , , , 19, , 
2016/9/2, , , , 16, , 
2016/9/3, , , , 13, , 
2016/9/4, , , , 10, , 
2016/5/11, , , , 12, , 
2016/6/22, , , , 9, , 
2019/1/2, , , , , , 
2019/1/3, , , , , , 
2019/1/4, , , , , , 
2019/1/5, , , , , , 
2019/1/6, , , , , , 
2019/1/7, , , , , , 
2019/1/8, , , , , , 
2016/5/10, , , , , , 
