date, pm25, pm10, o3, no2, so2, co
2021/5/21, 35, 12, 38, 10, , 
2021/5/22, 27, 13, 35, 5, , 
2021/5/23, 41, 13, 18, 9, , 
2021/5/24, 51, 16, 28, 7, , 
2021/5/25, 49, 12, 37, 9, , 
2021/5/26, 32, 20, 38, 10, , 
2021/5/27, 46, 10, 32, 9, , 
2021/5/28, 28, 14, 32, 8, , 
2021/5/29, 47, 14, 31, 5, , 
2021/5/30, 52, 13, 35, 8, , 
2021/5/31, 44, 20, 39, 11, , 
2021/6/1, 51, 27, 44, 14, , 
2021/6/2, 62, 21, 46, 8, , 
2021/6/3, 57, 31, 43, 10, , 
2021/6/4, 67, 32, 48, 9, 1, 
2021/6/5, 73, 20, 30, 6, , 
2021/6/6, 62, 26, 38, 11, , 
2021/6/7, 77, 30, 44, 16, , 
2021/6/8, 76, 31, 44, 18, , 
2021/6/9, 80, 22, 39, 12, , 
2021/6/10, 62, 18, 33, 18, , 
2021/6/11, 52, 16, 38, 10, , 
2021/6/12, 47, 16, 31, 5, , 
2021/6/13, 44, 15, 32, 6, , 
2021/6/14, 32, 25, 42, 19, 1, 
2021/6/15, 53, 28, 49, 17, 2, 
2021/6/16, 60, 43, 43, 18, 1, 
2021/6/17, 62, 55, 35, 19, 1, 
2021/6/18, 71, 37, 47, 13, 1, 
2021/6/19, 68, 32, 37, 12, 1, 
2021/6/20, 75, 58, 32, 9, 1, 
2021/6/21, 85, 50, 36, 6, 1, 
2021/6/22, 71, 47, 18, 12, 1, 
2021/6/23, 70, 76, 26, 12, 1, 
2021/6/24, 96, 54, 39, 11, 1, 
2021/6/25, 57, 21, 44, 7, 1, 
2021/6/26, 27, 18, 46, 9, 1, 
2021/6/27, 34, 34, 45, 15, 1, 
2021/6/28, 49, 61, 34, 17, 1, 
2021/6/29, 66, 51, 25, 9, 1, 
2021/6/30, 69, , , , , 
2021/3/8, 104, 55, 30, 16, 2, 
2021/3/9, 83, 29, 29, 8, 1, 
2021/3/10, 106, 46, 30, 17, 1, 
2021/3/11, 119, 49, 34, 14, 2, 
2021/3/12, 81, 29, 28, 17, 1, 
2021/3/13, 61, 18, 34, 6, 1, 
2021/3/14, 54, 16, 28, 9, 1, 
2021/3/15, 41, 14, 26, 15, , 
2021/3/16, 62, 23, 27, 14, 1, 
2021/3/17, 48, 15, 27, 13, 1, 
2021/3/18, 57, 17, 29, 10, , 
2021/3/19, 90, 33, 28, 20, 1, 
2021/3/20, 102, 34, 30, 10, 1, 
2021/3/21, 63, 17, 35, 3, , 
2021/3/22, 41, 13, 32, 6, , 
2021/3/23, 55, 18, 32, 8, , 
2021/3/24, 68, 24, 31, 10, , 
2021/3/25, 108, 43, 33, 18, 1, 
2021/3/26, 124, 52, 35, 23, 2, 
2021/3/27, 67, 24, 39, 7, , 
2021/3/28, 56, 19, 31, 13, , 
2021/3/29, 109, 44, 34, 19, 1, 
2021/3/30, 101, 47, 35, 26, 1, 
2021/3/31, 115, 52, 38, 23, 2, 
2024/9/7, , 22, 32, 11, , 
2023/12/31, , 17, 25, 7, , 
2023/7/29, , 8, 33, 7, , 
2023/8/6, , 3, 21, 8, , 
2023/4/15, , 7, , , , 
2023/5/27, , 16, 41, 8, , 
2023/1/31, , 41, 16, 24, , 
2022/10/15, , 41, 11, 12, , 
2022/6/4, , 15, 37, 8, , 
2022/2/22, , 38, 10, 27, , 
2022/3/23, , 54, 38, 21, , 
2021/11/15, , 51, , 14, 1, 
2021/7/1, , 30, 27, 17, 1, 
2021/7/24, , 28, 39, 13, 1, 
2021/5/15, , 8, 25, 7, , 
2021/1/4, , 40, 10, 15, 2, 
2021/1/5, , 33, 16, 10, 1, 
2021/1/6, , 21, 19, 7, 1, 
2021/1/7, , 34, 8, 14, 1, 
2021/1/8, , 30, 15, 11, 1, 
2021/1/9, , 25, 19, 8, 1, 
2021/1/10, , 32, 14, 7, 1, 
2021/1/11, , 32, 11, 13, 1, 
2021/1/12, , 48, 13, 16, 2, 
2021/1/13, , 55, 10, 21, 2, 
2021/1/14, , 47, 8, 21, 2, 
2021/1/15, , 58, 9, 22, 3, 
2021/1/16, , 43, 14, 17, 3, 
2021/1/17, , 43, 13, 11, 2, 
2021/1/18, , 45, 17, 17, 2, 
2021/1/19, , 57, 22, 19, 3, 
2021/1/20, , 22, 29, 12, 1, 
2021/1/21, , 16, 24, 18, 1, 
2021/1/22, , 23, 22, 15, 1, 
2021/1/23, , 18, 26, 14, 1, 
2021/1/24, , 11, 24, 6, 1, 
2021/1/25, , 22, 18, 16, 1, 
2021/1/26, , 40, 12, 16, 1, 
2021/1/27, , 45, 15, 19, 2, 
2021/1/28, , 51, 13, 18, 3, 
2021/1/29, , 36, 19, 21, 2, 
2021/1/30, , 42, 7, 16, 2, 
2021/1/31, , 23, 17, 7, 2, 
2021/2/1, , 41, 20, 19, 2, 
2021/2/2, , 51, 10, 18, 2, 
2021/2/3, , 27, 25, 13, 2, 
2021/2/4, , 18, 23, 15, 1, 
2021/2/5, , 24, 21, 12, 1, 
2021/2/6, , 30, 25, 10, 1, 
2021/2/7, , 59, 13, 12, 1, 
2021/2/8, , 29, 12, 13, 1, 
2021/2/9, , 25, 13, 11, 1, 
2021/2/10, , 30, 12, 10, 1, 
2021/2/11, , 40, 19, 13, 1, 
2021/2/12, , 35, 28, 12, 1, 
2021/2/13, , 26, 29, 6, 1, 
2021/2/14, , 22, 30, 8, 1, 
2021/2/15, , 49, 26, 19, 2, 
2021/2/16, , 66, 21, 21, 3, 
2021/2/17, , 53, 10, 22, 2, 
2021/2/18, , 47, 4, 22, 3, 
2021/2/19, , 47, 23, 17, 3, 
2021/2/20, , 42, 28, 12, 1, 
2021/2/21, , 42, 27, 8, 1, 
2021/2/22, , 23, 31, 9, 1, 
2021/2/23, , 49, 24, 22, 1, 
2021/2/24, , 72, 21, 26, 3, 
2021/2/25, , 87, 25, 33, 5, 
2021/2/26, , 92, 22, 33, 4, 
2021/2/27, , 39, 29, 12, 2, 
2021/2/28, , 29, 31, 10, 1, 
2021/3/1, , 52, 26, 21, 2, 
2021/3/2, , 59, 27, 22, 2, 
2021/3/3, , 63, 29, 24, 3, 
2021/3/4, , 46, 35, 16, 2, 
2021/3/5, , 33, 33, 10, 1, 
2021/3/6, , 20, 32, 8, 1, 
2021/3/7, , 56, 33, 18, 3, 
2020/10/1, , 15, 20, 12, , 
2020/10/2, , 15, 22, 7, , 
2020/10/3, , 20, 26, 7, , 
2020/10/4, , 9, 23, 13, , 
2020/10/5, , 12, 22, 8, , 
2020/10/6, , 10, 13, 11, , 
2020/10/7, , 9, 17, 19, , 
2020/10/8, , 12, 13, 25, , 
2020/10/9, , 19, 17, 13, , 
2020/10/10, , 21, 22, 4, , 
2020/10/11, , 9, 12, 11, , 
2020/10/12, , 9, 8, 13, , 
2020/10/13, , 13, 24, 9, , 
2020/10/14, , 11, 15, 8, , 
2020/10/15, , 12, 8, 14, , 
2020/10/16, , 11, 17, 7, , 
2020/10/17, , 12, 19, 14, , 
2020/10/18, , 21, 12, 28, 1, 
2020/10/19, , 29, 10, 35, 1, 
2020/10/20, , 38, 28, 12, , 
2020/10/21, , 18, 28, 10, , 
2020/10/22, , 15, 28, 9, , 
2020/10/23, , 15, , , , 
2020/10/25, , 11, 16, 11, , 
2020/10/26, , 14, 11, 13, 1, 
2020/11/3, , 54, 19, 44, 2, 
2020/11/4, , 37, 17, 6, , 
2020/11/5, , 22, 16, 17, , 
2020/11/6, , 32, 9, 39, 2, 
2020/11/7, , 54, 5, 19, 2, 
2020/11/8, , 55, 10, 7, 2, 
2020/11/9, , 31, 8, 8, 4, 
2020/11/10, , 37, 10, , 2, 
2020/11/11, , 36, 8, 15, 1, 
2020/11/12, , 39, 9, 6, 1, 
2020/11/13, , 26, 7, 6, , 
2020/11/14, , 20, 5, 7, , 
2020/11/15, , 29, 3, 9, 1, 
2020/11/16, , 24, 4, 19, 1, 
2020/11/17, , 33, 6, 10, 1, 
2020/11/18, , 36, 8, 10, 1, 
2020/11/19, , 20, 23, 8, , 
2020/11/20, , 15, 25, 10, , 
2020/11/21, , 21, 16, 18, 2, 
2020/11/22, , 51, 10, 23, 4, 
2020/11/23, , 76, 11, 22, 4, 
2020/11/24, , 64, 13, 10, 2, 
2020/11/25, , 42, 12, 8, 1, 
2020/11/26, , 31, 7, 10, 1, 
2020/11/27, , 20, 6, 7, 1, 
2020/11/28, , 22, 15, 11, 1, 
2020/11/29, , 38, 7, 23, 4, 
2020/11/30, , 63, 10, 14, 4, 
2020/12/1, , 64, 12, 8, 3, 
2020/12/2, , 38, 8, 14, 2, 
2020/12/3, , 42, 6, 12, 2, 
2020/12/4, , 42, 3, 13, 3, 
2020/12/5, , 57, 11, 10, 3, 
2020/12/6, , 47, 11, 17, 2, 
2020/12/7, , 33, 7, 12, 2, 
2020/12/8, , 38, 9, 6, 3, 
2020/12/9, , 16, 5, 11, 1, 
2020/12/10, , 18, 5, 10, 1, 
2020/12/11, , 36, 6, 7, 2, 
2020/12/12, , 30, 11, 7, 3, 
2020/12/13, , 26, 11, 15, 2, 
2020/12/14, , 38, 13, 12, 5, 
2020/12/15, , 45, 8, 9, 2, 
2020/12/16, , 37, 3, 11, 1, 
2020/12/17, , 35, 6, 12, 1, 
2020/12/18, , 31, 7, 6, 1, 
2020/12/19, , 17, 3, 7, 2, 
2020/12/20, , 40, 1, 9, 3, 
2020/12/21, , 49, 3, 12, 2, 
2020/12/22, , 43, 11, 13, 2, 
2020/12/23, , 32, 21, 7, 1, 
2020/12/24, , 10, 21, 4, 1, 
2020/12/25, , 10, 23, 2, , 
2020/12/26, , 9, , , , 
2020/12/30, , 40, 14, 16, 1, 
2020/12/31, , 26, 12, 13, 2, 
2021/1/1, , 54, 13, 14, 3, 
2021/1/2, , 36, 12, 12, 2, 
2021/1/3, , 32, , , , 
2020/7/1, , 15, 36, 10, , 
2020/7/2, , 14, 38, 6, , 
2020/7/3, , 7, 23, 7, , 
2020/7/4, , 10, 36, 9, , 
2020/7/5, , 12, 43, 6, , 
2020/7/6, , 16, 31, 5, , 
2020/7/7, , 7, 33, 10, , 
2020/7/8, , 10, 36, 10, , 
2020/7/9, , 16, 40, 11, 2, 
2020/7/10, , 25, 47, 5, , 
2020/7/11, , 16, 30, 4, , 
2020/7/12, , 5, 33, 8, , 
2020/7/13, , 10, 35, 6, , 
2020/7/14, , 13, 35, 9, 1, 
2020/7/15, , 16, 42, 6, , 
2020/7/16, , 16, 29, 5, , 
2020/7/17, , 6, 26, 5, , 
2020/7/18, , 6, 35, 4, , 
2020/7/19, , 6, 38, 6, , 
2020/7/20, , 9, 35, 8, , 
2020/7/21, , 14, 44, 5, , 
2020/7/22, , 10, 39, 5, , 
2020/7/23, , 12, 37, 7, , 
2020/7/24, , 17, 27, 4, , 
2020/7/25, , 8, 36, 5, , 
2020/7/26, , 12, 35, 9, , 
2020/7/27, , 11, 37, 10, , 
2020/7/28, , 13, 44, 7, , 
2020/7/29, , 18, 48, 5, , 
2020/7/30, , 18, 65, 8, , 
2020/7/31, , 24, 51, 4, , 
2020/8/1, , 18, 40, 4, , 
2020/8/2, , 17, 35, 5, , 
2020/8/3, , 16, 27, 4, , 
2020/8/4, , 6, 21, 3, , 
2020/8/5, , 4, 27, 4, , 
2020/8/6, , 12, 39, 6, , 
2020/8/7, , 21, 43, 6, , 
2020/8/8, , 26, 49, 5, , 
2020/8/9, , 23, 51, 6, , 
2020/8/10, , 26, 44, 6, , 
2020/8/11, , 26, 42, 5, , 
2020/8/12, , 18, 34, 7, , 
2020/8/13, , 19, 41, 4, , 
2020/8/14, , 14, 34, 4, , 
2020/8/15, , 10, 41, 5, , 
2020/8/16, , 14, 31, 9, , 
2020/8/17, , 16, 26, 7, , 
2020/8/18, , 11, 28, 7, , 
2020/8/19, , 9, 34, 11, , 
2020/8/20, , 12, 28, 8, , 
2020/8/21, , 12, 40, 6, , 
2020/8/22, , 18, 31, 3, , 
2020/8/23, , 9, 28, 5, , 
2020/8/24, , 10, 35, 6, , 
2020/8/25, , 11, 28, 8, , 
2020/8/26, , 13, 35, 6, , 
2020/8/27, , 17, 40, 8, , 
2020/8/28, , 21, 38, 5, , 
2020/8/29, , 21, 27, 5, , 
2020/8/30, , 17, 25, 10, , 
2020/8/31, , 14, 24, 6, , 
2020/9/1, , 5, 27, 8, , 
2020/9/2, , 9, 26, 17, , 
2020/9/3, , 13, 32, 15, , 
2020/9/4, , 15, 29, 10, 1, 
2020/9/5, , 13, 33, 9, , 
2020/9/6, , 14, 32, 6, , 
2020/9/7, , 12, 33, 9, , 
2020/9/8, , 14, 32, 21, , 
2020/9/9, , 22, 40, 12, 1, 
2020/9/10, , 23, 40, 11, 1, 
2020/9/11, , 22, 43, 7, , 
2020/9/12, , 26, 43, 7, , 
2020/9/13, , 27, 38, 13, , 
2020/9/14, , 26, 40, 12, , 
2020/9/15, , 30, 38, 13, 1, 
2020/9/16, , 37, 41, 13, , 
2020/9/17, , 35, 25, 10, , 
2020/9/18, , 16, 30, 11, , 
2020/9/19, , 17, 34, 14, 1, 
2020/9/20, , 22, 33, 18, 2, 
2020/9/21, , 35, 27, 14, 1, 
2020/9/22, , 30, 23, 9, , 
2020/9/23, , 8, 27, 9, , 
2020/9/24, , 8, 28, 7, , 
2020/9/25, , 9, , , , 
2020/9/27, , 7, 16, 15, , 
2020/9/28, , 11, 19, 14, , 
2020/9/29, , 12, 19, 14, , 
2020/9/30, , 13, 25, 15, , 
2020/4/16, , 19, 44, 7, , 
2020/4/17, , 16, 57, 9, , 
2020/4/18, , 22, 68, 6, , 
2020/4/19, , 21, 68, 3, , 
2020/4/20, , 14, 44, 1, , 
2020/4/21, , 15, 43, 1, , 
2020/4/22, , 21, 44, 4, , 
2020/4/23, , 30, 51, 8, , 
2020/4/24, , 29, 53, 13, , 
2020/4/25, , 27, 66, 2, , 
2020/4/26, , 15, 47, 3, , 
2020/4/27, , 19, 48, 5, , 
2020/4/28, , 16, 44, 4, , 
2020/4/29, , 10, 35, 5, , 
2020/4/30, , 8, 39, 5, , 
2020/5/1, , 7, 39, 3, , 
2020/5/2, , 8, 40, 2, , 
2020/5/3, , 7, 44, 4, , 
2020/5/4, , 10, 42, 7, , 
2020/5/5, , 12, 41, 6, , 
2020/5/6, , 10, 45, 6, , 
2020/5/7, , 14, 51, 10, , 
2020/5/8, , 16, 47, 10, , 
2020/5/9, , 12, 59, 3, , 
2020/5/10, , 12, 53, 2, , 
2020/5/11, , 15, 44, 4, , 
2020/5/12, , 7, 36, 3, , 
2020/5/13, , 13, 30, 6, , 
2020/5/14, , 19, 46, 4, , 
2020/5/15, , 16, 43, 3, , 
2020/5/16, , 16, 43, 5, , 
2020/5/17, , 19, 40, 4, , 
2020/5/18, , 16, 50, 7, , 
2020/5/19, , 18, 48, 10, , 
2020/5/20, , 14, 36, 8, , 
2020/5/21, , 14, 49, 6, , 
2020/5/22, , 16, 44, 12, , 
2020/5/23, , 17, 46, 7, , 
2020/5/24, , 6, 43, 3, , 
2020/5/25, , 10, 37, 5, , 
2020/5/26, , 7, 40, 2, , 
2020/5/27, , 9, 42, 5, , 
2020/5/28, , 12, 46, 7, , 
2020/5/29, , 11, 42, 4, , 
2020/5/30, , 10, 43, 2, , 
2020/5/31, , 11, 38, 3, , 
2020/6/1, , 13, 39, 8, , 
2020/6/2, , 14, 45, 7, , 
2020/6/3, , 11, 38, 5, , 
2020/6/4, , 11, 41, 6, , 
2020/6/5, , 9, 31, 8, , 
2020/6/6, , 9, 40, 5, , 
2020/6/7, , 9, 35, 4, , 
2020/6/8, , 8, 41, 3, , 
2020/6/9, , 8, 27, 4, , 
2020/6/10, , 8, 26, , , 
2020/6/11, , 7, 34, , , 
2020/6/12, , 6, 37, , , 
2020/6/13, , 11, 42, , , 
2020/6/14, , 11, 36, , , 
2020/6/15, , 5, 25, , , 
2020/6/16, , 8, 31, 5, , 
2020/6/17, , 12, 26, 8, , 
2020/6/18, , 11, 36, 7, , 
2020/6/19, , 10, 30, 6, , 
2020/6/20, , 6, 26, 5, , 
2020/6/21, , 7, 24, 5, , 
2020/6/22, , 8, 37, 4, , 
2020/6/23, , 13, 38, 4, , 
2020/6/24, , 15, 40, 7, , 
2020/6/25, , 14, 37, 6, , 
2020/6/26, , 12, 32, 6, , 
2020/6/27, , 13, 42, 4, , 
2020/6/28, , 16, 59, 4, , 
2020/6/29, , 16, 38, 5, , 
2020/6/30, , 8, 29, 7, , 
2020/1/1, , 99, 14, 18, 3, 
2020/1/2, , 62, 12, 23, 5, 
2020/1/3, , 97, , , , 
2020/1/5, , 16, 21, 17, 1, 
2020/1/6, , 34, 15, 25, 4, 
2020/1/7, , 81, 13, 23, 4, 
2020/1/8, , 71, 12, 27, 5, 
2020/1/9, , 85, 20, 24, 4, 
2020/1/10, , 71, 6, 28, 4, 
2020/1/11, , 80, 17, 25, 5, 
2020/1/12, , 74, 7, 18, 4, 
2020/1/13, , 74, 8, 6, 2, 
2020/1/14, , 38, 6, 28, 3, 
2020/1/15, , 47, 6, 20, 5, 
2020/1/16, , 70, 11, 10, 3, 
2020/1/17, , 35, 13, 6, 1, 
2020/1/18, , 24, 9, 10, 2, 
2020/1/19, , 36, 10, 16, 2, 
2020/1/20, , 34, 14, 18, 3, 
2020/1/22, , 62, 12, 15, 2, 
2020/1/23, , 55, 20, 9, 1, 
2020/1/24, , 38, 10, 12, 1, 
2020/1/25, , 51, 11, 7, 1, 
2020/1/26, , 53, 14, 8, 1, 
2020/1/27, , 46, 34, 8, 1, 
2020/1/28, , 19, 29, 14, 1, 
2020/1/29, , 19, 25, 17, 1, 
2020/1/30, , 41, 32, 7, , 
2020/1/31, , 17, 30, 4, , 
2020/2/1, , 12, 30, 4, , 
2020/2/2, , 11, 27, 11, , 
2020/2/3, , 24, 30, 16, , 
2020/2/4, , 28, 35, 3, , 
2020/2/5, , 10, 31, 15, , 
2020/2/6, , 18, 19, 23, 1, 
2020/2/7, , 46, 28, 19, 2, 
2020/2/8, , 51, 38, 13, 1, 
2020/2/9, , 46, 39, 5, , 
2020/2/10, , 13, 25, 13, , 
2020/2/11, , 21, 33, 15, 1, 
2020/2/12, , 14, 39, 19, 1, 
2020/2/13, , 46, 33, 12, , 
2020/2/14, , 19, 27, 18, 1, 
2020/2/15, , 43, 34, 15, 2, 
2020/2/16, , 40, 37, 6, , 
2020/2/17, , 12, 32, 16, , 
2020/2/18, , 23, 32, 13, 1, 
2020/2/19, , 27, 31, 15, , 
2020/2/20, , 16, 33, 15, 1, 
2020/2/21, , 27, 31, 20, 1, 
2020/2/22, , 30, 38, 10, 1, 
2020/2/23, , 31, 38, 13, , 
2020/2/24, , 30, 31, 15, 1, 
2020/2/25, , 42, 33, 8, , 
2020/2/26, , 12, 37, 5, , 
2020/2/27, , 11, 36, 11, , 
2020/2/28, , 10, 39, 13, 1, 
2020/2/29, , 28, 37, 11, , 
2020/3/1, , 21, 34, 9, , 
2020/3/2, , 15, 27, 12, , 
2020/3/3, , 11, 30, 10, , 
2020/3/4, , 12, 35, 13, , 
2020/3/5, , 18, 34, 8, , 
2020/3/6, , 18, , 10, , 
2020/3/7, , 29, , 8, , 
2020/3/8, , 20, 34, 17, 1, 
2020/3/9, , 39, 34, 11, , 
2020/3/10, , 21, 39, 15, , 
2020/3/11, , 23, 45, 6, , 
2020/3/12, , 16, 38, 7, , 
2020/3/13, , 24, 38, 6, , 
2020/3/14, , 17, 39, 5, , 
2020/3/15, , 13, 40, 16, 3, 
2020/3/16, , 42, 43, 14, 1, 
2020/3/17, , 40, 41, 16, 1, 
2020/3/18, , 36, 46, 16, 1, 
2020/3/19, , 46, 42, 16, 1, 
2020/3/20, , 42, 46, 1, , 
2020/3/21, , 24, 39, , , 
2020/3/22, , 14, 37, 1, , 
2020/3/23, , 18, 37, 1, , 
2020/3/24, , 20, 36, 1, , 
2020/3/25, , 20, 35, 1, , 
2020/3/26, , 30, 36, 4, 1, 
2020/3/27, , 139, 45, 10, 1, 
2020/3/28, , 90, 27, 12, 1, 
2020/3/29, , 76, , , , 
2019/10/1, , 15, 26, 9, , 
2019/10/2, , 14, 26, 6, , 
2019/10/3, , 10, 23, 11, , 
2019/10/4, , 15, 5, 17, , 
2019/10/5, , 30, , , , 
2019/10/7, , 16, 27, 10, , 
2019/10/8, , 22, 31, 10, , 
2019/10/9, , 21, 22, 8, , 
2019/10/10, , 8, 19, 9, , 
2019/10/11, , 12, 23, 3, , 
2019/10/12, , 9, , , , 
2019/10/14, , 28, 28, 12, , 
2019/10/15, , 22, 14, 14, , 
2019/10/16, , 26, 23, 12, , 
2019/10/17, , 22, 29, 12, , 
2019/10/18, , 16, 35, 8, , 
2019/10/19, , 15, 34, 10, , 
2019/10/20, , 19, 31, 11, , 
2019/10/21, , 22, 23, 16, , 
2019/10/22, , 29, 21, 18, 1, 
2019/10/23, , 42, 14, 16, 1, 
2019/10/24, , 35, 24, 14, 1, 
2019/10/25, , 32, , , , 
2019/10/27, , 38, 22, 10, 1, 
2019/10/28, , 33, 19, 5, , 
2019/10/29, , 8, 17, 6, , 
2019/10/30, , 15, 17, 8, , 
2019/10/31, , 30, 25, 7, , 
2019/12/6, , 46, 8, 10, 1, 
2019/12/7, , 44, 9, 9, 1, 
2019/12/8, , 26, 30, 14, 1, 
2019/12/9, , 37, 29, 10, , 
2019/12/10, , 13, 16, 23, 2, 
2019/12/11, , 47, 5, 18, 2, 
2019/12/12, , 60, 19, 9, 1, 
2019/12/13, , 39, 26, 12, 1, 
2019/12/14, , 18, 14, 15, 2, 
2019/12/15, , 55, 20, 20, 2, 
2019/12/16, , 44, 27, 13, , 
2019/12/17, , 26, 27, 16, , 
2019/12/18, , 26, 13, 18, 3, 
2019/12/19, , 59, 14, 18, 2, 
2019/12/20, , 46, 31, 13, , 
2019/12/21, , 28, 27, 8, , 
2019/12/22, , 12, 23, 16, , 
2019/12/23, , 16, 12, 19, 1, 
2019/12/24, , 38, 21, 11, 1, 
2019/12/25, , 45, 18, 12, 1, 
2019/12/26, , 36, 12, 15, 2, 
2019/12/27, , 53, 27, 5, , 
2019/12/28, , 14, , , , 
2019/7/1, , 17, 57, , 1, 
2019/7/2, , 18, 58, , 1, 
2019/7/3, , 13, 43, , 1, 
2019/7/4, , 11, 46, , 1, 
2019/7/5, , 17, 57, , 1, 
2019/7/6, , 24, 53, , 1, 
2019/7/7, , 12, 40, , 1, 
2019/7/8, , 12, 30, , 1, 
2019/7/9, , 12, 39, , 1, 
2019/7/10, , 12, 39, , 1, 
2019/7/11, , 13, 38, , 1, 
2019/7/12, , 14, 30, , 1, 
2019/7/13, , 9, 38, , 1, 
2019/7/14, , 8, 40, , 1, 
2019/7/15, , 10, 44, , 1, 
2019/7/16, , 15, 47, , 1, 
2019/7/17, , 18, 47, , 1, 
2019/7/18, , 17, 47, , 1, 
2019/7/19, , 16, 49, , 1, 
2019/7/20, , 14, 61, , 1, 
2019/7/21, , 15, 55, , 1, 
2019/7/22, , 14, 51, , 1, 
2019/7/23, , 18, 69, , 1, 
2019/7/24, , 22, 43, , 2, 
2019/7/25, , 49, 31, , 2, 
2019/7/26, , 22, 43, 13, 1, 
2019/7/27, , 13, 34, , 1, 
2019/7/28, , 9, 40, , 1, 
2019/7/29, , 13, 47, , , 
2019/7/30, , 17, 46, , , 
2019/7/31, , 19, 50, , , 
2019/8/1, , 10, 34, , , 
2019/8/2, , 13, , , , 
2019/8/6, , 15, 45, , , 
2019/8/7, , 16, 38, , , 
2019/8/8, , 14, 42, , , 
2019/8/9, , 13, 40, , , 
2019/8/10, , 19, 43, , , 
2019/8/11, , 12, 41, , , 
2019/8/12, , 16, 39, , , 
2019/8/13, , 10, 32, , , 
2019/8/14, , 10, 26, , , 
2019/8/15, , 13, 31, , , 
2019/8/16, , 11, 37, , , 
2019/8/17, , 11, 43, , , 
2019/8/18, , 12, 49, , , 
2019/8/19, , 15, 59, , , 
2019/8/20, , 24, 40, , , 
2019/8/21, , 20, 32, , , 
2019/8/22, , 13, 40, , , 
2019/8/23, , 18, 47, , , 
2019/8/24, , 23, 47, , , 
2019/8/25, , 15, 48, , , 
2019/8/26, , 27, 54, , , 
2019/8/27, , 30, 56, , 1, 
2019/8/28, , 41, 53, , , 
2019/8/29, , 46, 54, , , 
2019/8/30, , 32, 64, , , 
2019/8/31, , 30, 56, , 1, 
2019/9/1, , 34, 7, , 1, 
2019/9/2, , 39, 33, , , 
2019/9/3, , 13, 43, , , 
2019/9/4, , 17, 44, , , 
2019/9/5, , 20, 27, , , 
2019/9/6, , 15, 26, , , 
2019/9/7, , 16, 27, , , 
2019/9/8, , 10, 31, , , 
2019/9/9, , 7, 36, , , 
2019/9/10, , 8, 34, , , 
2019/9/11, , 16, 38, , , 
2019/9/12, , 24, 38, , , 
2019/9/13, , 19, 32, , , 
2019/9/14, , 20, 25, , , 
2019/9/15, , 14, 31, , , 
2019/9/16, , 21, 36, , , 
2019/9/17, , 23, 24, , , 
2019/9/18, , 13, 33, , , 
2019/9/19, , 13, 31, , , 
2019/9/20, , 12, 38, , , 
2019/9/21, , 16, 20, , , 
2019/9/22, , 16, 34, , , 
2019/9/23, , 15, 25, , , 
2019/9/24, , 16, 16, , , 
2019/9/25, , 17, 30, , , 
2019/9/26, , 8, 20, , , 
2019/9/27, , 13, 28, , , 
2019/9/28, , 10, 28, , , 
2019/9/29, , 10, 35, , , 
2019/9/30, , 13, 27, 11, , 
2019/4/1, , 32, 40, 12, 2, 
2019/4/2, , 31, 48, 20, 2, 
2019/4/3, , 38, 39, 10, 2, 
2019/4/4, , 22, 35, 12, 1, 
2019/4/5, , 14, 39, 10, 1, 
2019/4/6, , 16, 29, 12, 1, 
2019/4/7, , 22, 35, 12, 1, 
2019/4/8, , 22, 41, 15, 1, 
2019/4/9, , 23, 31, 14, 1, 
2019/4/10, , 34, 23, 9, 1, 
2019/4/11, , 20, 25, 11, 1, 
2019/4/12, , 23, 30, 6, 1, 
2019/4/13, , 24, 27, 5, 1, 
2019/4/14, , 21, 42, 12, 1, 
2019/4/15, , 25, 49, 20, 1, 
2019/4/16, , 35, 45, 19, 2, 
2019/4/17, , 34, 16, 18, 1, 
2019/4/18, , 29, , , , 
2019/4/23, , 24, 35, 7, 1, 
2019/4/24, , 31, 39, 10, 1, 
2019/4/25, , 37, 36, 11, 1, 
2019/4/26, , 42, 36, 7, 1, 
2019/4/27, , 12, 34, 8, 1, 
2019/4/28, , 15, 34, 6, 1, 
2019/4/29, , 10, 22, 7, 1, 
2019/4/30, , 10, 44, 7, 1, 
2019/5/1, , 16, 45, 15, 1, 
2019/5/2, , 15, 42, 11, , 
2019/5/3, , 11, 34, 5, , 
2019/5/4, , 8, 33, 1, , 
2019/5/5, , 5, 35, 5, , 
2019/5/6, , 8, 33, 9, 1, 
2019/5/7, , 14, 41, 8, 1, 
2019/5/8, , 17, 36, 13, 1, 
2019/5/9, , 12, 33, 9, 1, 
2019/5/10, , 10, 38, 10, 1, 
2019/5/11, , 12, 34, 2, , 
2019/5/12, , 10, 35, 2, , 
2019/5/13, , 7, 36, 4, , 
2019/5/14, , 10, 22, 9, 1, 
2019/5/15, , 9, 16, 9, 1, 
2019/5/16, , 13, 26, 10, 1, 
2019/5/17, , 20, 35, 9, 6, 
2019/5/18, , 32, 33, 6, 1, 
2019/5/19, , 20, 36, 5, 1, 
2019/5/20, , 8, 31, 9, 1, 
2019/5/21, , 8, 34, 6, 1, 
2019/5/22, , 10, 41, , 1, 
2019/5/23, , 18, 47, , 1, 
2019/5/24, , 14, 46, , 1, 
2019/5/25, , 16, 46, , 1, 
2019/5/26, , 15, 31, , 1, 
2019/5/27, , 11, 31, , 1, 
2019/5/28, , 13, 27, , , 
